StopId;Name;CoordinateX;CoordinateY;VehicleTypeId;NeighborStops
10001;Bahribaba;27,12776;38,41539;1;10002:8.10005:15.10006:15.10007:19.10008:27.10009:31.10010:35.10011:38.10012:52.10013:47.10014:46.10015:59.10017:36.10018:56.10019:74.10020:87.10021:83.100032:219.100041:375.10143:196.10030:162.10031:172.10036:115.10037:140
10002;Bahribaba;27,12777;38,41531;1;10001:8.10005:12.10006:9.10007:11.10008:23.10009:24.10010:30.10011:32.10012:50.10013:43.10014:41.10015:54.10017:28.10018:60.10019:76.10020:89.10021:85.100032:226.100041:383.10143:196.10030:167.10031:177.10036:123.10037:147
10005;Bahribaba;27,12765;38,41529;1;10001:15.10002:12.10006:5.10007:13.10008:12.10009:20.10010:20.10011:24.10012:38.10013:33.10014:32.10015:44.10017:30.10018:50.10019:65.10020:77.10021:74.100032:231.100041:379.10143:184.10030:158.10031:168.10036:120.10037:143
10006;Bahribaba;27,12769;38,41526;1;10001:15.10002:9.10005:5.10007:8.10008:14.10009:17.10010:21.10011:23.10012:41.10013:34.10014:32.10015:45.10017:25.10018:55.10019:69.10020:81.10021:79.100032:233.100041:383.10143:188.10030:163.10031:173.10036:125.10037:147
10007;Bahribaba;27,12775;38,4152;1;10001:19.10002:11.10005:13.10006:8.10008:19.10009:14.10010:24.10011:23.10012:45.10013:36.10014:33.10015:46.10017:18.10018:63.10019:77.10020:89.10021:87.100032:237.100041:391.10143:193.10030:171.10031:181.10036:132.10037:155
10008;Bahribaba;27,12756;38,41521;1;10001:27.10002:23.10005:12.10006:14.10007:19.10009:16.10010:8.10011:14.10012:27.10013:21.10014:20.10015:32.10017:30.10018:48.10019:59.10020:70.10021:69.100032:242.100041:381.10143:174.10030:155.10031:165.10036:126.10037:146
10009;Bahribaba;27,12767;38,41509;1;10001:31.10002:24.10005:20.10006:17.10007:14.10008:16.10010:16.10011:11.10012:37.10013:26.10014:21.10015:34.10017:14.10018:64.10019:74.10020:84.10021:84.100032:250.100041:397.10143:185.10030:171.10031:181.10036:140.10037:162
10010;Bahribaba;27,12752;38,41514;1;10001:35.10002:30.10005:20.10006:21.10007:24.10008:8.10009:16.10011:8.10012:22.10013:13.10014:12.10015:24.10017:30.10018:51.10019:59.10020:69.10021:69.100032:250.100041:386.10143:170.10030:157.10031:167.10036:132.10037:151
10011;Bahribaba;27,12756;38,41507;1;10001:38.10002:32.10005:24.10006:23.10007:23.10008:14.10009:11.10010:8.10012:27.10013:15.10014:10.10015:23.10017:24.10018:59.10019:66.10020:75.10021:76.100032:255.100041:394.10143:174.10030:164.10031:174.10036:139.10037:159
10012;Bahribaba;27,1273;38,41515;1;10001:52.10002:50.10005:38.10006:41.10007:45.10008:27.10009:37.10010:22.10011:27.10013:14.10014:21.10015:20.10017:51.10018:42.10019:42.10020:49.10021:51.100032:257.100041:376.10143:148.10030:140.10031:150.10036:128.10037:144
10013;Bahribaba;27,12741;38,41507;1;10001:47.10002:43.10005:33.10006:34.10007:36.10008:21.10009:26.10010:13.10011:15.10012:14.10014:7.10015:12.10017:39.10018:52.10019:55.10020:62.10021:65.100032:260.100041:388.10143:159.10030:153.10031:163.10036:137.10037:155
10014;Bahribaba;27,12747;38,41503;1;10001:46.10002:41.10005:32.10006:32.10007:33.10008:20.10009:21.10010:12.10011:10.10012:21.10013:7.10015:13.10017:33.10018:58.10019:62.10020:69.10021:72.100032:262.100041:394.10143:165.10030:161.10031:170.10036:142.10037:160
10015;Bahribaba;27,12736;38,41496;1;10001:59.10002:54.10005:44.10006:45.10007:46.10008:32.10009:34.10010:24.10011:23.10012:20.10013:12.10014:13.10017:45.10018:61.10019:61.10020:65.10021:70.100032:272.100041:396.10143:154.10030:158.10031:168.10036:147.10037:164
10017;Bahribaba;27,1278;38,41503;1;10001:36.10002:28.10005:30.10006:25.10007:18.10008:30.10009:14.10010:30.10011:24.10012:51.10013:39.10014:33.10015:45.10018:78.10019:89.10020:99.10021:99.100032:253.100041:409.10143:198.10030:185.10031:195.10036:150.10037:173
10018;Bahribaba;27,12723;38,41556;1;10001:56.10002:60.10005:50.10006:55.10007:63.10008:48.10009:64.10010:51.10011:59.10012:42.10013:52.10014:58.10015:61.10017:78.10019:22.10020:37.10021:29.10036:87.100032:223.100041:336.10143:149.10030:108.10031:118.10037:103
10019;Bahribaba;27,127029;38,415467;1;10001:74.10002:76.10005:65.10006:69.10007:77.10008:59.10009:74.10010:59.10011:66.10012:42.10013:55.10014:62.10015:61.10017:89.10018:22.10020:15.10021:10.10030:98.10036:99.100032:242.100041:336.10143:127.10031:108.10037:109
10020;Bahribaba;27,12689;38,41541;1;10001:87.10002:89.10005:77.10006:81.10007:89.10008:70.10009:84.10010:69.10011:75.10012:49.10013:62.10014:69.10015:65.10017:99.10018:37.10019:15.10021:12.10030:94.100032:254.100041:337.10143:112.10031:103.10036:109.10037:116
10021;Bahribaba;27,126945;38,415522;1;10001:83.10002:85.10005:74.10006:79.10007:87.10008:69.10009:84.10010:69.10011:76.10012:51.10013:65.10014:72.10015:70.10017:99.10018:29.10019:10.10020:12.10030:89.10031:99.10036:96.100032:242.100041:328.10143:121.10037:104
10030;Konak;27,12635;38,41618;1;10019:98.10020:94.10021:89.10031:11.10036:94.10037:75.100032:238.100041:249.10143:122.10002:167.10005:158.10006:163.10007:171.10008:155.10009:171.10010:157.10011:164.10012:140.10013:153.10014:161.10015:158.10017:185.10018:108.10001:162
10031;Konak;27,12625;38,41622;1;10021:99.10030:11.10037:82.100032:245.100041:243.10143:122.10002:177.10005:168.10006:173.10007:181.10008:165.10009:181.10010:167.10011:174.10012:150.10013:163.10014:170.10015:168.10017:195.10018:118.10019:108.10020:103.10036:103.10001:172
10036;Konak;27,12726;38,41643;1;10018:87.10019:99.10021:96.10030:94.10037:29.100032:152.100041:261.10143:197.10002:123.10005:120.10006:125.10007:132.10008:126.10009:140.10010:132.10011:139.10012:128.10013:137.10014:142.10015:147.10017:150.10020:109.10031:103.10001:115
10037;Konak;27,127;38,41656;1;10030:75.10031:82.10036:29.100032:163.100041:236.10143:189.10002:147.10005:143.10006:147.10007:155.10008:146.10009:162.10010:151.10011:159.10012:144.10013:155.10014:160.10015:164.10017:173.10018:103.10019:109.10020:116.10021:104.10001:140
10102;İskele;27,12788;38,41988;1;10103:237.100032:242.100041:241
10103;Belediye Sarayı;27,1297;38,4214;1;10102:237.100032:413.100041:477
10104;Sosyal Sigortalar Kurumu;27,13237;38,42524;1;10105:53.100044:337.10126:238.10127:147
10105;Sosyal Sigortalar Kurumu;27,13269;38,42566;1;10104:53.100044:296.10126:227.10127:158
10106;Dokuz Eylül Rektörlük;27,13586;38,4305;1;10107:216.100044:385
10107;Dokuz Eylül Rektörlük;27,13753;38,43187;1;10106:216
10108;Devlet Hastanesi;27,14124;38,43409;1;10109:97.100045:482
10109;Devlet Hastanesi;27,14213;38,43448;1;10108:97.100045:460
10110;Talatpaşa;27,14495;38,43572;1;10111:86.1000234:478
10111;Talatpaşa;27,14418;38,43534;1;10110:86.100045:488
10116;Hisarönü;27,132602;38,422579;1;10117:35.100033:434.10127:194
10117;Hisarönü;27,1323;38,4224;1;10116:35.100033:465.10127:225
10118;Kavaflar;27,13567;38,4226;1;10119:85.100033:128.10126:213
10119;Kavaflar;27,1365;38,4224;1;10118:85.100033:46
10120;Çankaya;27,13953;38,4225;1;10121:20.100033:259.100034:456.10123:197.10321:248
10121;Çankaya;27,13935;38,42242;1;10120:20.100033:241.100034:474.10123:215.10321:249
10123;Şifa;27,1415;38,4224;1;10120:197.10121:215.10128:171.10129:161.100033:456.100034:261
10126;Borsa;27,13461;38,42445;1;10104:238.10105:227.10118:213.10127:112.100033:304.100044:467
10127;Borsa;27,1335;38,4243;1;10126:112.10104:147.10105:158.10116:194.10117:225.100033:389.100044:443
10128;Çardak;27,14076;38,42394;1;10123:171.10129:33.100033:408.100034:354.10321:240
10129;Çardak;27,14054;38,42369;1;10123:161.10128:33.100033:379.100034:367.10321:230
10134;Üçkuyular Metro;27,071103;38,396582;1;10135:37.10182:91
10135;Üçkuyular Metro;27,07147;38,39662;1;10134:37.10182:93.10177:232
10143;Atatürk Kültür Merkezi;27,12582;38,41508;1;10001:196.10002:196.10005:184.10006:188.10007:193.10008:174.10009:185.10010:170.10011:174.10012:148.10013:159.10014:165.10015:154.10017:198.10018:149.10019:127.10020:112.10021:121.10030:122.10031:122.10036:197.10037:189.10240:244.12166:160.12167:148.100032:349.100041:353
10145;Kız Lisesi;27,122207;38,413241;1;10146:12
10146;Kız Lisesi;27,122293;38,413157;1;10145:12
10147;Karataş;27,1212;38,4106;1;10148:27
10148;Karataş;27,12141;38,41077;1;10147:27
10149;Asansör;27,116725;38,409513;1;10184:38.10185:152
10151;Karantina;27,112204;38,409356;1;10153:249.10188:221.12178:217.12179:206.12180:164.12181:149
10153;Mektupçu;27,10982;38,408649;1;10151:249.10187:74.10188:61
10157;Köşk;27,104224;38,407185;1;10192:47.10190:214
10161;Köprü;27,10026;38,40595;1;10194:87.12193:175
10163;Sadık Bey;27,096627;38,403169;1;10196:58.10201:96
10165;Vali Konağı;27,092969;38,400887;1;10193:117.10198:189.1000315:461
10167;Göztepe;27,090362;38,39861;1;10200:63.1000315:448.10195:229.10198:168
10169;Faik Bey;27,086827;38,397676;1;10195:167.10202:156.100046:392
10171;Güzelyalı;27,08361;38,398063;1;10197:163.10202:178.100046:141
10173;Depo;27,079773;38,398936;1;10175:219.10199:244.10204:123.100046:360
10175;Adnan Saygun Sanat Merkezi;27,077584;38,398819;1;10173:219.10199:34.10178:136
10177;Hava Hastanesi;27,07319;38,39817;1;10135:232.10182:214
10178;Adnan Saygun Sanat Merkezi;27,07628;38,39842;1;10175:136.10199:124
10182;Fahrettin Altay Meydan;27,071157;38,397491;1;10134:91.10135:93.10177:214
10184;Asansör;27,11663;38,40988;1;10149:38.10185:135
10185;Asansör;27,11528;38,40997;1;10149:152.10184:135
10187;Mektupçu;27,10926;38,40913;1;10153:74.10188:75
10188;Mektupçu;27,11;38,40923;1;10151:221.10153:61.10187:75
10189;Küçükyalı;27,10331;38,40772;1;10192:76
10190;Mithat Paşa Lisesi;27,10625;38,40788;1;10157:214.10192:220
10191;Köprü;27,09899;38,40628;1;10194:44
10192;Küçükyalı;27,10406;38,40763;1;10157:47.10189:76.10190:220
10193;Vali Konağı;27,0918;38,40093;1;10165:117.10198:105
10194;Köprü;27,09941;38,40615;1;10161:87.10191:44.12193:224
10195;Göztepe;27,08808;38,39878;1;10169:167.10167:229.10200:187.100046:479
10196;Sadık Bey;27,0961;38,4034;1;10163:58.10201:39
10197;Göztepe İskele;27,08283;38,39949;1;10171:163.100046:51
10198;Vali Konağı;27,091303;38,4;1;10165:189.10193:105.10167:168.10200:166.1000315:463
10199;Adnan Saygun Sanat Merkezi;27,07734;38,39906;1;10173:244.10175:34.10178:124
10200;Göztepe;27,08993;38,39907;1;10167:63.10195:187.10198:166
10201;Sadık Bey;27,095717;38,40348;1;10163:96.10196:39
10202;Güzelyalı;27,08538;38,39827;1;10169:156.10171:178.100046:236
10204;Depo;27,08023;38,40008;1;10173:123.100046:317
10210;İzmir Ticaret Lisesi;27,13572;38,42706;1;100033:472.100044:357
10213;Çankaya;27,137547;38,423453;1;10215:25.100033:113.10321:162
10215;Çankaya;27,137546;38,423206;1;10213:25.100033:93.10321:182
10224;Mezarlıkbaşı;27,13717;38,4207;1;10229:18.100033:181
10226;Kestelli;27,13491;38,41546;1;10231:17
10228;Koruluk;27,13213;38,4129;1;10233:93
10229;Mezarlık Başı;27,13702;38,4206;1;10224:18.100033:190
10231;Kestelli;27,13484;38,41562;1;10226:17
10233;Koruluk;27,13128;38,41252;1;10228:93.10235:42
10235;Koruluk;27,13093;38,41228;1;10233:42
10240;Kız Yurdu;27,12725;38,4131;1;10143:244.10241:25.100032:453
10241;Kız Yurdu;27,12738;38,41289;1;10240:25.100032:471
10246;Bayramyeri;27,126706;38,408482;1;10247:32
10247;Bayramyeri;27,126742;38,408796;1;10246:32
10248;Altıntaş;27,123981;38,407;1;10251:38.100031:346
10251;Altıntaş;27,124147;38,407339;1;10248:38.100031:376
10252;Üçyol;27,121288;38,405655;1;10255:48.100031:47
10254;İzmir Spor;27,119617;38,404737;1;10257:30.100031:147.10256:199
10255;Üçyol Metro;27,120867;38,405891;1;10252:48.100031:34
10256;Üçyol Metro;27,117932;38,403683;1;10254:199.10257:187.12259:173.100031:345
10257;İzmir Spor;27,119356;38,404892;1;10254:30.10256:187.100031:162
10259;Şoförler Lokali;27,114324;38,402542;1;10262:16.1000313:413
10262;Şoförler Lokali;27,1144;38,4024;1;10259:16.1000313:418
10270;Hakimevleri;27,098868;38,400781;1;10271:37.1000314:424
10271;Hakimevleri;27,09884;38,40115;1;10270:37.1000314:423
10272;Susuzdede;27,09507;38,398363;1;10273:31.1000315:205
10273;Susuz Dede;27,0948;38,39822;1;10272:31.1000315:183
10274;Amerikan Koleji;27,092238;38,395092;1;10275:100.1000315:247
10275;Amerikan Koleji;27,09125;38,39493;1;10274:100.1000315:341
10280;Hıfzıssıhha;27,086202;38,392946;1;10289:21.10284:215
10281;Denizmen;27,08029;38,3938;1;10290:31
10282;Çeşme;27,109453;38,40152;1;10285:16.1000313:84
10283;Göztepe Stadı;27,07608;38,39506;1;10292:24
10284;Hıfzıssıhha 2;27,088321;38,393279;1;10280:215.10289:193
10285;Çeşme;27,109419;38,401673;1;10282:16.1000313:86
10286;Nokta;27,105391;38,401366;1;10287:51.1000313:490.1000314:234
10287;Nokta;27,1049;38,4015;1;10286:51.1000314:185
10289;Hıfzıssıhha;27,086408;38,393;1;10280:21.10284:193
10290;Denizmen;27,080553;38,393627;1;10281:31
10292;Göztepe Stadı;27,0759;38,3949;1;10283:24
10321;Kent Müzesi;27,1385;38,42476;1;10120:248.10121:249.10128:240.10129:230.10213:162.10215:182.10322:161.100033:274
10322;Kent Müzesi;27,13938;38,42611;1;10321:161.10353:244.10549:199.100033:435
10323;Montrö;27,14167;38,4286;1;10326:43.10328:40.10353:165.10549:237.10554:183
10325;Lozan;27,14257;38,43088;1;10332:24.10554:194
10326;Montrö;27,14124;38,42862;1;10323:43.10328:32.10353:172.10549:196.10554:164
10328;Montrö;27,1414;38,4289;1;10323:40.10326:32.10353:197.10549:220.10554:144
10329;Hocazade Cami;27,144362;38,433241;1;10334:22.10336:47
10331;Tekel;27,14654;38,43548;1;10333:34.10338:30.10409:92.1000234:421
10332;Lozan;27,14257;38,43112;1;10325:24.10554:203
10333;Tekel;27,1468;38,4357;1;10331:34.10338:40.10409:82.1000234:392
10334;Hocazade Cami;27,14414;38,43322;1;10329:22.10336:56
10336;Hocazade Cami;27,14442;38,43371;1;10329:47.10334:56
10338;Tekel;27,1464;38,43574;1;10331:30.10333:40.1000234:402
10349;Mürsel Paşa;27,14544;38,42403;1;10350:19.100034:188
10350;Mürsel Paşa;27,14546;38,42422;1;10349:19.100034:203
10353;Montrö;27,14167;38,42695;1;10322:244.10323:165.10326:172.10328:197.100034:486
10356;Basmane Gar;27,14482;38,42228;1;10357:72.100034:86
10357;Basmane Gar;27,14554;38,42235;1;10356:72.100034:150
10358;Kemer;27,15043;38,42225;1;10359:20.10361:30
10359;Kemer 1;27,1503;38,4221;1;10358:20.10361:32
10361;Kemer 2;27,1506;38,422;1;10358:30.10359:32
10362;Eşref Paşa Hastanesi;27,16003;38,42342;1;10363:82.1000223:436
10363;Eşref Paşa Hastanesi;27,16084;38,42331;1;10362:82
10364;Ziya gökalp İlköğretim Okulu;27,16266;38,42328;1;10365:48
10365;Ziya gökalp İlköğretim Okulu;27,16314;38,42326;1;10364:48
10366;Doğum Hastanesi;27,16621;38,42399;1;10367:16.10368:235
10367;Doğum Hastanesi;27,16631;38,42386;1;10366:16.10368:230
10368;Yenişehir PTT;27,16848;38,42461;1;10366:235.10367:230.10369:153
10369;Yenişehir PTT;27,16999;38,42485;1;10368:153.11989:206.11990:238
10370;İzsu;27,17344;38,42557;1;10371:74.11897:59.11898:61
10371;İzsu;27,17418;38,42562;1;10370:74
10372;Ağır Bakım;27,17912;38,42617;1;10373:35.30403:153
10373;Ağır Bakım;27,17881;38,42601;1;10372:35.30403:178
10375;Yenişehir Pazar Yeri;27,153376;38,421712;1;1000223:251
10384;Çayırlı Bahçe;27,14751;38,42586;1;10385:25.100034:464
10385;Trafo;27,14771;38,42601;1;10384:25.100034:489
10386;Dispanser;27,14949;38,42769;1;10387:17
10387;Dispanser;27,14964;38,42761;1;10386:17
10388;Mimar Sinan;27,14862;38,43033;1;10389:28
10389;Mimar Sinan;27,1489;38,43037;1;10388:28
10406;Yirmi Altı Ağustos;27,14625;38,43156;1;10407:12
10407;Yirmi Altı Ağustos;27,14637;38,43154;1;10406:12
10408;Kapalı Spor Salonu;27,14717;38,43464;1;10409:54.1000234:487
10409;Kapalı Spor Salonu;27,14739;38,43513;1;10331:92.10333:82.10408:54.1000234:436
10415;Alsancak Gar;27,14753;38,43853;1;10416:124.10418:136.10420:161.10422:173.1000234:101
10416;Alsancak Gar;27,14793;38,4397;1;10415:124.10418:21.10420:58.10422:71.1000234:25
10418;Alsancak Gar;27,14814;38,43974;1;10415:136.10416:21.10420:37.10422:50.1000234:35
10420;Alsancak Gar;27,1485;38,43981;1;10415:161.10416:58.10418:37.10422:13.1000234:66
10421;Tariş;27,15076;38,44023;1;10423:19.10424:82.1000234:292.10441:234
10422;Alsancak Gar;27,14862;38,43987;1;10415:173.10416:71.10418:50.10420:13.1000234:80
10423;Tariş;27,15093;38,44032;1;10421:19.10424:99.1000234:311.10441:235
10424;Liman;27,14994;38,4403;1;10421:82.10423:99.1000234:217
10425;Liman;27,155552;38,440475;1;10426:218.10443:221
10426;Umur Bey;27,157721;38,440242;1;10425:218.10428:248.10445:213
10428;Aydibi;27,160132;38,439644;1;10426:248.10430:205.10447:248
10430;Yaşar Üniversitesi;27,1621;38,43907;1;10428:205.10447:227
10441;Güzel Sanatlar;27,15184;38,43815;1;10421:234.10423:235.1000234:411
10443;Demir;27,15459;38,43848;1;10425:221
10445;Umur Bey;27,15812;38,43815;1;10426:213
10447;Eğitim Sitesi;27,16075;38,43724;1;10428:248.10430:227
10454;Halkapınar Metro;27,16863;38,4337;1;10455:9.10458:26.10459:26.10460:34.10469:75.10470:86.10472:96.100036:130.1000221:110.10471:102
10455;Halkapınar Metro;27,16866;38,43362;1;10454:9.10458:28.10459:18.10460:26.10469:67.10470:78.10471:94.10472:88.100036:138.1000221:118
10458;Halkapınar Metro;27,16838;38,43363;1;10454:26.10455:28.10459:40.10460:50.10469:88.10470:99.100036:139.1000221:120.10471:116.10472:108
10459;Halkapınar Metro;27,16874;38,43346;1;10454:26.10455:18.10458:40.10460:10.10469:50.10470:61.10471:77.10472:70.100036:155.1000221:134
10460;Halkapınar Metro;27,16883;38,43342;1;10454:34.10455:26.10458:50.10459:10.10469:41.10470:52.10471:68.10472:62.100036:160.1000221:139
10469;Halkapınar Metro;27,16907;38,43309;1;10454:75.10455:67.10458:88.10459:50.10460:41.10470:12.10471:29.10472:21.100036:196.1000221:176
10470;Halkapınar Metro;27,16917;38,43303;1;10454:86.10455:78.10458:99.10459:61.10460:52.10469:12.10471:17.10472:11.100036:205.1000221:185
10471;Halkapınar Metro;27,16932;38,43295;1;10455:94.10459:77.10460:68.10469:29.10470:17.10472:13.100036:217.1000221:197.10454:102.10458:116
10472;Halkapınar Metro;27,16919;38,43292;1;10454:96.10455:88.10459:70.10460:62.10469:21.10470:11.10471:13.100036:216.1000221:196.10458:108
10492;Halkapınar 2;27,16804;38,43544;1;10494:19.100036:72.1000221:87
10494;Halkapınar;27,16823;38,43548;1;10492:19.100036:61.1000221:79
10503;Mehmetçik;27,06955;38,39615;1;10506:96.50007:227
10504;Fahrettin Altay;27,07305;38,3872;1;10529:224.10531:129.10532:130.10533:233.10534:221
10505;Ordu Pazarı;27,0714;38,3925;1;10517:92.10518:94
10506;Mehmetçik;27,0697;38,3952;1;10503:96
10507;İkinci Oyak Sitesi;27,0714;38,3899;1;10533:90.10534:99
10517;Atilla;27,07232;38,39256;1;10505:92.10518:70
10518;Atilla;27,07203;38,3932;1;10505:94.10517:70
10519;Sadettin Tezcan İlköğretim Okulu;27,07375;38,3904;1;10520:27
10520;Sadettin Tezcan İlköğretim Okulu;27,07348;38,39043;1;10519:27
10521;Trafo;27,07556;38,39021;1;10522:10
10522;Trafo;27,07555;38,39031;1;10521:10
10523;Tansaş;27,07598;38,38872;1;10524:24
10524;Esentepe Kültür Merkezi;27,07613;38,38891;1;10523:24
10525;Mevhibe İlköğretim Okulu;27,07747;38,38764;1;10526:17.10527:154.10528:163
10526;Mevhibe İlköğretim Okulu;27,07763;38,38757;1;10525:17.10527:151.10528:149
10527;Orkide;27,07717;38,38613;1;10525:154.10526:151.10528:112.10529:204.10530:122
10528;Orkide;27,07829;38,38623;1;10527:112.10525:163.10526:149.10530:234
10529;Gelinler;27,07515;38,38641;1;10504:224.10527:204.10530:84
10530;Gelinler;27,07595;38,38615;1;10527:122.10528:234.10529:84
10531;Tepe;27,07396;38,38812;1;10504:129.10532:77
10532;Tepe;27,07433;38,38745;1;10504:130.10531:77
10533;Bulvar;27,0721;38,38933;1;10504:233.10507:90.10534:13
10534;Bulvar;27,0721;38,3892;1;10504:221.10507:99.10533:13
10543;Fevzi Çakmak;27,06962;38,39076;1;10544:5.10545:224
10544;Fevzi Çakmak;27,06961;38,39071;1;10543:5.10545:225
10545;Oyak Sitesi Son Durak;27,06758;38,39169;1;10543:224.10544:225
10549;Çocuk Hastanesi;27,13935;38,4281;1;10322:199.10323:237.10326:196.10328:220
10554;Vasıf Çınar;27,14076;38,43019;1;10323:183.10325:194.10326:164.10328:144.10332:203
10561;Meşale;27,08427;38,36212;1;10562:20.12542:89
10562;Meşale;27,08442;38,36225;1;10561:20.12541:95.12542:75
10563;Olimpiyat Köyü Giriş;27,08322;38,36624;1;10564:39
10564;Olimpiyat Köyü Giriş;27,08285;38,36635;1;10563:39
10565;Olimpiyat Köyü Çarşı;27,08208;38,37116;1;10566:26
10566;Olimpiyat Köyü Çarşı;27,081823;38,371113;1;10565:26
10567;Atletizm;27,08335;38,37117;1;10568:24
10568;Atletizm;27,08358;38,37122;1;10567:24
10569;Basket Sahası;27,086624;38,369826;1;10570:15.10571:218
10570;Basket Sahası;27,08649;38,3699;1;10569:15.10571:217
10571;Olimpiyat Köyü;27,08741;38,37186;1;10569:218.10570:217
10572;Emre;27,1587;38,4216;1;10573:59.1000223:293
10573;Emre;27,15881;38,42102;1;10572:59.1000223:321
10574;Ülkü Sineması;27,15781;38,41836;1;10575:25.1000223:434
10575;Ülkü Sineması;27,15782;38,41861;1;10574:25.1000223:412
10576;Gürçeşme;27,15924;38,41622;1;10577:38
10577;Gürçeşme;27,15911;38,41658;1;10576:38
10578;Gürçeşme Cami;27,16065;38,41406;1;10579:20
10579;Gürçeşme Cami;27,16084;38,41401;1;10578:20
10580;İsmet Paşa Sağlık Ocağı;27,15875;38,40984;1;10581:45
10581;İsmet Paşa Sağlık Ocağı;27,15919;38,40992;1;10580:45
10582;İğdeli Kahve;27,15684;38,40777;1;10583:67
10583;İğdeli Kahve;27,15642;38,40725;1;10582:67
10584;Yeni Cami;27,15435;38,40646;1;10585:23
10585;Yeni Cami;27,15452;38,40662;1;10584:23
10586;Gürçeşme Karakol;27,152059;38,404798;1;40108:247.40109:104
10597;Beyazevler Sağlık Ocağı;27,139936;38,342202;1;10598:14
10598;Beyazevler Sağlık Ocağı;27,140069;38,342241;1;10597:14
10605;Gaziemir Ticaret Meslek Lisesi;27,143002;38,340256;1;10606:39
10606;Gaziemir Ticaret Meslek Lisesi;27,142618;38,340309;1;10605:39
10611;Üçyol;27,12265;38,40422;1;10613:90.100031:225.10612:104
10612;Osman Öksüz Parkı;27,12344;38,40355;1;10611:104.10613:192.12263:220.12266:219.100031:329
10613;Üçyol;27,12217;38,404984;1;10611:90.10612:192.100031:145
10615;İller Bankası;27,12722;38,40019;1;10616:67
10616;İller Bankası;27,126867;38,40076;1;10615:67
10617;Elka;27,13028;38,39776;1;10618:126.12068:178.12069:170
10618;Elka;27,13146;38,39732;1;10617:126.12068:79.12069:54
10625;Hasan Hüseyinler;27,1345;38,3919;1;10626:42
10626;Hasan Hüseyinler;27,13486;38,39169;1;10625:42
10628;Orcaner;27,13495;38,38687;1;10629:32
10629;Orcaner;27,13463;38,38687;1;10628:32
10630;Çitlenbik;27,13506;38,38392;1;10631:182
10631;Çitlenbik;27,13467;38,38214;1;10630:182
10632;Kaymakkuyu;27,13501;38,37933;1;10633:107.12597:180
10633;Kaymakkuyu;27,13468;38,37831;1;10632:107.10634:221.12597:123.12622:183.12623:172.40702:228.40705:174
10634;Cumhuriyet Lisesi;27,13503;38,37613;1;10633:221.40705:99
10635;Cumhuriyet Lisesi;27,13485;38,37294;1;10636:137.12700:192.12701:201
10636;Söğüt;27,13557;38,37178;1;10635:137.12700:86.12701:97
10637;Kızılcık;27,13564;38,37008;1;10638:51
10638;Kızılcık;27,13604;38,36977;1;10637:51
10639;Paşa Köprüsü;27,13629;38,36773;1;10640:36
10640;Paşa Köprüsü;27,13665;38,36768;1;10639:36
10641;Karabağlar;27,13714;38,36395;1;10642:79
10642;Karabağlar;27,13746;38,36467;1;10641:79
10651;Sinem;27,13627;38,35961;1;10652:108.10653:154.10654:178.1000227:269
10652;Sinem;27,13708;38,36033;1;10651:108.1000227:341
10653;Semt Garajı;27,13553;38,35826;1;10651:154.10654:57.1000227:174
10654;Semt Garajı;27,13593;38,35786;1;10651:178.10653:57.13368:78.13370:78.13375:78.1000227:118
10655;Emrez;27,13399;38,35548;1;13368:230.13370:230.13375:230.1000227:305
10656;Aktepe;27,13397;38,35262;1;10657:100
10657;Aktepe;27,13339;38,35181;1;10656:100
10659;Serbest Bölge;27,13314;38,3408;1;NULL
10660;Serbest Bölge 2;27,134015;38,337204;1;10661:143.1000228:287
10661;Serbest Bölge 2;27,133931;38,335781;1;10660:143.13163:246.13164:246.1000228:276
10662;Leylak;27,13475;38,33305;1;10663:218.1000228:361
10663;Leylak;27,13518;38,33091;1;10662:218.10664:248
10664;Ulaştırma;27,13618;38,32864;1;10663:248.10665:50.1000229:443
10665;Ulaştırma;27,13599;38,32818;1;10664:50.1000229:439
10666;Askeri Lojmanlar;27,13709;38,32371;1;10667:113.12878:183.1000229:396
10667;Gaziemir Alt Geçidi;27,13661;38,32473;1;10666:113.12878:83.1000229:377.12877:233
10668;Çağdaş Eğitim;27,13793;38,32087;1;10669:32
10669;Çağdaş Eğitim;27,13761;38,32091;1;10668:32
10670;Gaziemir İlçe Emniyet;27,14064;38,3169;1;10671:27
10671;Gaziemir İlçe Emniyet;27,14043;38,31673;1;10670:27
10672;Sarnıç Alt Geçidi;27,14257;38,31275;1;10673:66.1000230:230.10679:205.13223:166
10673;Sarnıç Alt Geçidi;27,142;38,31241;1;10672:66.1000230:276.10679:180.13223:133
10674;Emlak Bankası Evleri;27,14263;38,30868;1;10675:33.1000230:388.10679:202
10675;Emlak Bankası Evleri;27,1423;38,30863;1;10674:33.1000230:411.10679:209
10676;Seçkinler Sitesi;27,14182;38,3061;1;10677:30
10677;Seçkinler Sitesi;27,14152;38,30611;1;10676:30
10679;Akçay;27,14255;38,3107;1;10672:205.10673:180.10674:202.10675:209.12944:227.12945:236.12946:247.1000230:250
10687;Hava Limanı;27,1403;38,29596;1;10688:42.10762:99
10688;Hava Limanı;27,1406;38,29567;1;10687:42.10762:60.10763:63
10695;Görece Fidanlık;27,13299;38,2754;1;10696:84
10696;Görece Fidanlık;27,133343;38,276158;1;10695:84
10697;Kocakır;27,13299;38,27288;1;10698:31
